1800;100;0.35727761189142865
185200;0;3.141592653589793;-250.0;3.061616997868383e-14;0.0;469.40044648627156;-0.32034376300208256
149829;108858;3.769912653589793;-202.25403268793974;-146.94661024149488;273.63259064712474;324.4267997491015;0.025124382623683716
57229;176135;4.398232653589793;-77.25354990827348;-237.76435608932198;0.0;900.0;-0.49709500304109955
-57230;176135;5.026552653589793;77.255296620681;-237.76378854663844;385.6725009042298;573.9852972876038;-0.5235987755982988
-149830;108856;5.654872653589793;202.2551122125592;-146.94512439643952;462.80810494198386;668.5959475290081;-0.5235987755982988
-185199;-1;7.346410206388043e-06;249.9999999932538;0.0018366025515804906;0.0;900.0;0.2915601539113888
-149828;-108859;0.6283273464102064;202.25295315240464;146.94809607861959;375.87298413945666;712.0635079302717;-0.5235987755982988
-57228;-176136;1.2566473464102061;77.25180319169655;237.76492361917346;116.59438041419307;641.2194301076315;0.5235987755982988
57232;-176134;1.8849673464102066;-77.25704332891934;237.76322099112275;0.0;566.6542716869268;-0.28678638467471285
149831;-108855;2.5132873464102072;-202.25619172626315;146.94363854345337;421.5780359222661;689.210982038867;0.21373445559134743
