1800;2000;40;192.42146775722503
185200;0;3.141592653589793;-250.0;3.061616997868383e-14;0.0;900.0;-0.5235987755982988
182919;28971;3.298672153589793;-246.9220903376935;-39.10858349856111;114.4838392832464;842.7580803583768;-0.5235987755982988
176135;57229;3.455751653589793;-237.76414957388857;-77.25418550088752;0.0;900.0;-0.5235987755982988
165014;84078;3.6128311535897932;-222.75167622349517;-113.49753627115952;96.16240995322204;851.918795023389;-0.5235987755982988
149830;108857;3.7699106535897933;-202.25432658075567;-146.94620573313566;135.0145486528096;832.4927256735953;-0.5235987755982988
130956;130956;3.9269901535897933;-176.77681256980654;-176.77657802338942;3.639552624962839;898.1802236875186;-0.5235987755982988
108857;149829;4.084069653589793;-146.9464740830146;-202.25413161310183;25.019082847506585;887.4904585762467;-0.5235987755982988
84079;165014;4.241149153589793;-113.49783181684683;-222.75152563534724;95.27024428432915;852.3648778578354;-0.5235987755982988
57230;176135;4.398228653589793;-77.25450096507974;-237.76404707322024;106.02884474759686;846.9855776262016;-0.5235987755982988
28971;182919;4.5553081535897935;-39.10891111349597;-246.9220384484072;0.0;900.0;-0.5235987755982988
0;185199;4.7123876535897935;-0.00033169872408897705;-249.99999999977996;0.0;900.0;-0.5235987755982988
-28971;182919;4.869467153589793;39.108255883557234;-246.9221422265452;0.0;897.3608820650201;-0.5235987755982988
-57229;176135;5.026546653589793;77.25387003655915;-237.7642520741384;0.0;900.0;-0.5235987755982988
-84078;165014;5.183626153589793;113.49724072527229;-222.75182681125108;68.75621565129248;865.6218921743538;-0.5235987755982988
-108857;149830;5.340705653589793;146.94593738299787;-202.25452154805356;0.0;900.0;-0.5235987755982988
-130955;130956;5.497785153589793;176.77634347666097;-176.7770471159126;0.0;900.0;-0.49864077198763124
-149829;108858;5.654864653589793;202.25393664509184;-146.946742432635;0.0;900.0;-0.5235987755982988
-165014;84079;5.811944153589793;222.75137504680708;-113.49812736233446;72.45619982630001;863.77190008685;-0.5235987755982988
-176135;57230;5.969023653589793;237.7639445721333;-77.25481642913611;146.29656780248024;826.8517160987599;-0.5235987755982988
-182919;28972;6.126103153589793;246.92198655868614;-39.10923872836215;15.892848071004856;848.4972521769645;-0.5235987755982988
-185199;0;6.283182653589793;249.9999999991198;-0.0006633974483687987;0.0;872.5688071878989;-0.5235987755982988
-182919;-28971;0.15707684641020592;246.9221941149622;39.107928268484585;0.0;900.0;-0.5091372523649678
-176135;-57229;0.31415634641020596;237.76435457396965;77.25355457209483;0.0;825.2495678801403;-0.5235987755982988
-165014;-84078;0.47123584641020644;222.75197739861477;113.49694517918539;114.29810156449045;831.8927776220339;-0.5102577521110307
-149830;-108857;0.628315346410206;202.25471651499538;146.94566903260147;164.89579966009072;811.16997052852;-0.5235987755982988
-130956;-130955;0.7853948464102061;176.7772816617074;176.77610892962136;24.483163192688778;887.7584184036556;-0.5235987755982988
-108858;-149829;0.9424743464102057;146.9470107819968;202.25374167672578;0.0;824.72018407925;-0.5235987755982988
-84079;-165014;1.0995538464102057;113.49842290762234;222.75122445787477;0.0;475.69689773331805;-0.29038457059131095
-57230;-176135;1.256633346410206;77.25513189305649;237.76384207062782;75.51650710641741;862.2417464467912;-0.5235987755982988
-28972;-182919;1.413712846410206;39.10956634315947;246.92193466853044;0.0;900.0;-0.5235987755982988
0;-185199;1.570792346410206;0.0009950961726417314;249.99999999801955;0.0;900.0;-0.49335004201220556
28970;-182919;1.727871846410206;-39.10760065334319;246.9222460029445;0.0;900.0;-0.5235987755982988
57229;-176135;1.8849513464102061;-77.25323910749462;237.76445707338232;0.0;894.770990012229;-0.4887598278018773
84078;-165014;2.0420308464102064;-113.49664963289865;222.75212798558636;95.2562476666783;852.3718761666609;-0.5235987755982988
108857;-149830;2.1991103464102064;-146.94540068194652;202.25491148158108;0.0;900.0;-0.5235987755982988
130955;-130956;2.3561898464102065;-176.77587438227073;176.77751620719093;42.298968671621694;878.8505156641892;-0.5235987755982988
149829;-108858;2.5132693464102065;-202.2535467080039;146.94727913109952;57.67020477615952;871.1648976119202;-0.49077048386272465
165013;-84079;2.670348846410206;-222.75107386855046;113.49871845271018;0.0;862.548234950392;-0.5235987755982988
176135;-57230;2.8274283464102066;-237.76373956870387;77.2554473568406;0.0;900.0;-0.5235987755982988
182919;-28972;2.984507846410206;-246.92188277794006;39.10989395788779;0.0;900.0;-0.5235987755982988
